entidad_a,numeral,nombre1,cafuaftt,cafuaf1,cafuaf2,cafuaf3,cafuaf4,cafuaf5,cafuaf6,cafuaf7,cafuaf8,cafuaf9,cafuaf10,cafuaf11,cafuaf12,cafuaf13,cafuaf14,cafuaf15,cafuaf16,cafuaf17,cafuaf18
5,140,UNIDAD DE INVESTIGACIÓN Y LITIGACIÓN PALAU,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,141,UNIDAD DE INVESTIGACIÓN Y LITIGACIÓN MÚZQUIZ,3,2,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
5,142,UNIDAD ESPECIALIZADA EN DELITOS COMETIDOS POR SERVIDORES PÚBLICOS SABINAS,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,143,UNIDAD ESPECIALIZADA EN DELITOS CONTRA MUJERES SABINAS,6,2,4,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0,0
5,144,"UNIDAD ESPECIALIZADA Y ATENCIÓN A PERSONAS DESAPARECIDAS, NO LOCALIZADAS, AUSENTE O EXTRAVIADAS SABINAS",4,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0
5,145,UNIDAD ESPECIALIZADA EN ATENCIÓN A ADOLESCENTES SABINAS,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,146,UNIDAD ESPECIALIZADA EN ATENCIÓN A DELITOS ELECTORALES SABINAS,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,147,UNIDAD DE LITIGACIÓN DE ASUNTOS ESPECIALES SISTEMA TRADICIONAL,41,27,14,0,0,1,0,0,0,0,0,26,14,0,0,0,0,0,0
5,148,UNIDAD DE INVESTIGACIÓN DEL SISTEMA TRADICIONAL MESA I,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,149,UNIDAD DE INVESTIGACIÓN DEL SISTEMA TRADICIONAL MESA II,5,3,2,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
5,150,UNIDAD DE ATENCIÓN TEMPRANA SIN DETENIDO MESA I SIN DETENIDO,4,3,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0
5,151,UNIDAD DE ATENCIÓN TEMPRANA SIN DETENIDO MESA II,6,6,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0
5,152,UNIDAD DE ATENCIÓN TEMPRANA SIN DETENIDO MESA III,7,3,4,0,0,1,0,0,0,0,0,0,0,2,0,0,4,0,0
5,153,UNIDAD DE ATENCIÓN TEMPRANA SIN DETENIDO MESA IV,6,6,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0
5,154,UNIDAD DE ATENCIÓN TEMPRANA SIN DETENIDO MESA V,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,155,UNIDAD DE ATENCIÓN TEMPRANA SIN DETENIDO MESA VI,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,156,UNIDAD DE ATENCIÓN TEMPRANA SIN DETENIDO MESA VII,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
5,157,UNIDAD DE ATENCIÓN TEMPRANA SIN DETENIDO MESA VIII,13,3,10,0,0,2,5,0,0,0,0,0,0,0,0,1,5,0,0
5,158,UNIDAD DE ATENCIÓN TEMPRANA SIN DETENIDO MESA IX,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,159,UNIDAD DE ATENCIÓN TEMPRANA SIN DETENIDO MESA X,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,160,UNIDAD DE ATENCIÓN TEMPRANA SIN DETENIDO MESA XI,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,161,UNIDAD DE ATENCIÓN TEMPRANA CON IMPUTADO DESCONOCIDO,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5,162,UNIDAD DE TRAMITACIÓN MASIVA DE ROBOS DE LESIONES Y SEXUALES,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5,163,UNIDAD DE TRAMITACIÓN MASIVA DE CASOS DE ROBOS SECTOR I,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,164,UNIDAD DE TRAMITACIÓN MASIVA DE CASOS ROBOS SECTOR II,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,165,UNIDAD DE TRAMITACIÓN MASIVA DE CASOS ROBOS SECTOR III,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5,166,UNIDAD DE TRAMITACIÓN MASIVA DE CASOS ROBOS SECTOR IV,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,167,UNIDAD DE TRAMITACIÓN MASIVA DE CASOS DE ROBOS DE VEHÍCULOS MESA I,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,168,UNIDAD DE TRAMITACIÓN MASIVA DE CASOS DE ROBOS DE VEHÍCULOS MESA II,3,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
5,169,UNIDAD DE TRAMITACIÓN MASIVA DE CASOS DE LESIONES DOLOSAS MESA I,3,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
5,170,UNIDAD DE TRAMITACIÓN MASIVA DE CASOS DE LESIONES DOLOSAS MESA II,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5,171,UNIDAD DE ATENCIÓN TEMPRANA CON DETENIDO,6,1,5,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0
5,172,UNIDAD DE ATENCIÓN TEMPRANA DE DELITOS CON DETENIDO MESA I,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5,173,UNIDAD DE ATENCIÓN TEMPRANA CON DETENIDO MESA II,7,6,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0
5,174,UNIDAD DE ATENCIÓN TEMPRANA CON DETENIDO MESA III,7,6,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0
5,175,UNIDAD DE ATENCIÓN TEMPRANA CON DETENIDO MESA IV,6,2,4,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0
5,176,"UNIDAD DE TRAMITACIÓN MASIVA DE CASOS PATRIMONIALES, VARIOS, FAMILIARES Y VIALES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,177,UNIDAD DE TRAMITACIÓN MASIVA DE CASOS DE DELITOS PATRIMONIALES DISTINTOS A ROBO MESA I,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,178,UNIDAD DE TRAMITACIÓN MASIVA DE CASOS DE DELITOS PATRIMONIALES DISTINTOS A ROBO MESA II,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,179,UNIDAD DE TRAMITACIÓN MASIVA DE CASOS DE DELITOS PATRIMONIALES DISTINTOS A ROBO MESA III,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
5,180,UNIDAD DE TRAMITACIÓN MASIVA DE CASOS DE DELITOS VARIOS,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,181,UNIDAD DE TRAMITACIÓN MASIVA DE CASOS DE DELITOS FAMILIARES,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,182,UNIDAD DE TRAMITACIÓN MASIVA DE CASOS DE ASUNTOS VIALES MESA I,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,183,UNIDAD DE TRAMITACIÓN MASIVA DE CASOS DE ASUNTOS VIALES MESA II,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,184,UNIDAD DE TRAMITACIÓN MASIVA DE CASOS FORANEOS,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5,185,UNIDAD DE ATENCIÓN TEMPRANA DE MATAMOROS,3,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
5,186,UNIDAD DE TRAMITACIÓN MASIVA DE CASOS DE MATAMOROS MESA I,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,187,UNIDAD DE TRAMITACIÓN MASIVA DE CASOS DE MATAMOROS MESA II,3,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
5,188,UNIDAD DE TRAMITACIÓN MASIVA DE CASOS DE COYOTE,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
5,189,UNIDAD DE INVESTIGACIÓN DEL SISTEMA TRADICIONAL FORANEAS,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5,190,UNIDAD DE LITIGACIÓN DE ROBOS FAMILIARES Y ADOLESCENTES,3,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
5,191,UNIDAD DE INVESTIGACIÓN Y LITIGACIÓN DE ROBOS SECTOR 3,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5,192,UNIDAD DE INVESTIGACIÓN Y LITIACIÓN DE ROBOS SECTOR 4,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5,193,UNIDAD DE INVESTIGACIÓN Y LITIGACIÓN DE DELITOS FAMILIARES,3,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
5,194,UNIDAD ESPECIALIZADA EN MATERIA DE ADOLESCENTES,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5,195,UNIDAD DE LITIGACIÓN DE PATRIMONIALES Y DELITOS CULPOSOS,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
5,196,UNIDAD DE LITIGACIÓN DE DELITOS PATRIMONIALES DEL DELITO AL ROBO MESA I,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,197,UNIDAD DE LITIGACIÓN DE DELITOS PATRIMONIALES DEL DELITOS AL ROBO MESA II,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5,198,"UNIDAD DE LITIGACIÓN DE HOMICIDIOS VIOLENTOS, LESIONES Y SEXUALES",3,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
5,199,UNIDAD DE INVESTIGACIÓN Y LITIGACIÓN DE HOMICIDIOS VIOLENTOS MESA I,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,200,UNIDAD DE INVESTIGACIÓN Y LITIGACIÓN DE HOMICIDIOS VIOLENTOS MESA II,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
5,201,UNIDAD DE INVESTIGACIÓN Y LITIGACIÓN DE HOMICIDIOS VIOLENTOS MESA III,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
5,202,UNIDAD DE INVESTIGACIÓN Y LITIGACIÓN DE HOMICIDIOS VIOLENTOS MESA IV,7,4,3,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0
5,203,UNIDAD DE INVESTIGACIÓN Y LITIGACIÓN DE LESIONES Y SEXUALES,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,204,UNIDAD DE INVESTIGACIÓN DE SISTEMA TRADICIONAL DE HOMICIDIOS Y LESIONES,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5,205,UNIDAD DE LITIGACIÓN DE FEMINICIDIOS,9,2,7,0,0,1,6,0,0,0,0,0,0,0,0,1,1,0,0
5,206,UNIDAD DE INVESTIGACIÓN DE FEMINICIDIOS (TORREÓN),6,2,4,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0
5,207,COORDINACIÓN DE LA UNIDAD DE ATENCIÓN TEMPRANA Y LITIGACIÓN DEL CENTRO DEL EMPODERAMIENTO PARA LAS MUJERES,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5,208,UNIDAD DE ATENCIÓN TEMPRANA DEL CENTRO DE EMPODERAMIENTO PARA LAS MUJERES MATAMOROS,5,1,4,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0
5,209,UNIDAD DE INVESTIGACIÓN Y LITIGACIÓN DEL CENTRO DE JUSTICIA Y EMPODERAMIENTO PARA LA MUJER MESA I,12,1,11,0,0,0,1,0,0,0,0,0,0,0,0,1,10,0,0
5,210,UNIDAD DE INVESTIGACIÓN Y LITIGACIÓN DEL CENTRO DE JUSTICIA Y EMPODERAMIENTO PARA LA MUJER MESA II,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
5,211,UNIDAD DE INVESTIGACIÓN Y LITIGACIÓN DEL CENTRO DE JUSTICIA Y EMPODERAMIENTO PARA LA MUJER MESA III,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5,212,UNIDAD DE INVESTIGACIÓN Y LITIGACIÓN DEL CENTRO DE JUSTICIA Y EMPODERAMIENTO PARA LA MUJER MESA IV,11,5,6,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,0
5,213,UNIDAD DE INVESTIGACIÓN Y LITIGACIÓN DEL CENTRO DE JUSTICIA Y EMPODERAMIENTO PARA LA MUJER MATAMOROS,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
5,214,COORDINACIÓN DE AGENCIAS ADSCRITAS,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
5,215,AGENCIA ADSCRITA AL JUZGADO DE EJECUCIÓN,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
5,216,"AGENCIA ADSCRITA AL SEGUNDO TRIBUNAL ESTATAL, JUZGADO DE EJECUCIÓN, SALA AUXILIAR",6,4,2,0,0,1,1,0,0,0,0,0,0,0,0,3,1,0,0
5,217,AGENCIA ADSCRITA A MATERIA CIVIL Y FAMILIAR,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
5,218,AGENCIA ADSCRITA AL SEGUNDO TRIBUNAL ESTATAL,4,1,3,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0
5,219,COORDINACIÓN DE DESAPARECIDOS,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
5,220,UNIDAD DE BÚSQUEDA,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
5,221,UNIDAD DE ATENCIÓN TEMPRANA DE LA UNIDAD DE BÚSQUEDA,4,2,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
5,222,COORDINACIÓN DE ANTISECUESTRO,5,1,4,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0
5,223,UNIDAD DE INVESTIGACIÓN Y LITIGACIÓN DE SECUESTROS,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5,224,COORDINACIÓN DE LA UNIDAD DEL CENTRO DE OPERACIONES ESTRATÉGICAS TORREÓN,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5,225,UNIDAD DE ATENCIÓN TEMPRANA Y LITIGACIÓN,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
5,226,COORIDNACIÓN DE CONTROL Y PROCESOS (TORREÓN),3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
5,227,AGENCIA ADSCRITA A CONTROL Y PROCESOS TORREÓN,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
5,228,COORDINACIÓN DE MECANISMOS ALTERNATIVOS DE SOLUCIÓN DE CONTROVERSIAS,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0
5,229,AGENCIA ADSCRITA A MECANISMOS ALTERNATIVOS DE SOLUCIÓN DE CONTROVERSIAS,4,2,2,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0
5,230,COORDINACIÓN DEL MINISTERIO PÚBLICO DE MECANISMOS DE JUSTICIA RESTAURATIVA,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
5,231,FISCALÍA ESPECIALIZADA EN DELITOS POR HECHOS DE CORRUPCIÓN,34,16,18,0,0,3,3,0,0,0,0,0,0,0,0,12,15,1,0
5,232,FISCALÍA ESPECIALIZADA EN DELITOS COMETIDOS POR AGENTES DEL ESTADO,11,5,6,0,0,4,1,0,0,0,0,0,0,0,0,1,5,0,0
5,233,CENTRO DE OPERACIONES ESTRATÉGICAS SALTILLO,10,2,8,0,0,1,4,0,0,0,0,0,0,0,0,1,4,0,0
5,234,FISCALÍA ESPECIALIZADA PARA LA ATENCIÓN DE DELITOS ELECTORALES,6,3,3,0,0,1,2,0,0,0,0,0,0,0,0,2,1,0,0
5,235,COORINACIÓN ESTATAL PARA LA INVESTIGACIÓN DEL DELITO DE SECUESTRO (SALTILLO),6,3,3,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0
5,236,DIRECCIÓN GENERAL DE DELITOS DE ALTO IMPACTO Y COMETIDO EN AGRAVIO DE MIGRANTES,6,4,2,0,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0
5,237,UNIDAD DE INVESTIGACIÓN DEL DELITO DE FEMINICIDIO (SALTILLO),2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5,238,UNIDADES ADSCRITAS AL CENTRO DE JUSTICIA Y EMPODERAMIENTO PARA LAS MUJERES SALTILLO,17,8,9,0,0,5,8,0,0,0,0,0,0,3,0,0,1,0,0
5,239,UNIDADES ADSCRITAS AL CENTRO DE JUSTICIA Y EMPODERAMIENTO PARA LAS MUJERES ACUÑA,7,3,4,0,0,0,3,0,0,0,0,0,0,2,0,1,1,0,0
5,240,UNIDADES ADSCRITAS AL CENTRO DE JUSTICIA Y EMPODERAMIENTO PARA LAS MUJERES FRONTERA,7,1,6,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0
5,241,UNIDAD DE INVESTIGACIÓN DE DELITOS COMETIDOS EN AGRAVIO DE PERIODISTAS,3,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
5,242,"UNIDADES ADSCRITAS A LA PROCURADURÍA PARA LAS NIÑAS, NIÑOS  Y LA FAMILIA",6,4,2,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0
5,243,"UNIDAD DE INVESTIGACIÓN ESPECIALIZADA EN DELITOS SEXUALES COMETIDOS EN CONTRA DE NIÑAS, NIÑOS Y ADOLESCENTES RAMOS ARIZPE",4,2,2,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0
5,244,FISCALÍA DE PERSONAS DESAPARECIDAS,51,22,29,0,0,11,20,0,0,0,0,0,0,0,0,11,9,0,0
5,245,CONTRALORÍA Y VISITADURÍA (SALTILLO),20,7,13,0,0,3,6,0,0,0,0,0,0,2,0,2,7,0,0
5,246,FISCALÍA DE CONTROL DE JUICIOS Y CONSTITUCIONALIDAD (SALTILLO),51,14,37,0,0,6,19,0,0,0,0,0,0,0,0,8,18,0,0
5,999,NO ESPECIFICADO,,,,,,,,,,,,,,,,,,,
6,1,MIXTA O GENERAL DE ARMERÍA UNICA,9,4,5,0,0,0,1,1,2,0,0,0,1,3,1,0,0,NA,NA
6,2,MIXTA O GENERAL DE COMALA UNICA,7,4,3,0,0,0,1,1,0,0,0,0,1,3,1,0,0,NA,NA
6,3,MIXTA O GENERAL DE COQUIMATLÁN UNICA,9,4,5,0,0,0,1,1,2,0,0,0,1,3,1,0,0,NA,NA
6,4,MIXTA O GENERAL DE CUAUHTÉMOC UNICA,9,5,4,0,0,0,1,1,0,0,0,1,1,3,1,0,1,NA,NA
6,5,MIXTA O GENERAL DE IXTLAHUACÁN UNICA,13,6,7,0,0,0,1,1,2,0,0,1,1,3,1,1,2,NA,NA
6,6,MIXTA O GENERAL DE MINATITLÁN UNICA,11,6,5,0,0,0,1,1,2,0,0,2,1,3,1,0,0,NA,NA
6,7,MIXTA O GENERAL DE COLIMA ATENCIÓN INMEDIATA 1,12,6,6,0,0,0,1,1,2,0,0,1,1,3,1,1,1,NA,NA
6,8,MIXTA O GENERAL DE COLIMA ATENCIÓN INMEDIATA 2,10,6,4,0,0,0,1,1,0,0,0,1,1,3,1,1,1,NA,NA
6,9,MIXTA O GENERAL DE COLIMA ATENCIÓN INMEDIATA 3,14,6,8,0,0,0,1,1,2,0,0,1,1,3,1,1,3,NA,NA
6,10,MIXTA O GENERAL DE COLIMA ATENCIÓN INMEDIATA 4,12,6,6,0,0,0,1,1,2,0,0,2,2,3,1,0,0,NA,NA
6,11,MIXTA O GENERAL DE COLIMA DETENIDOS 1,13,7,6,0,0,0,1,1,2,0,0,2,1,3,1,1,1,NA,NA
6,12,MIXTA O GENERAL DE COLIMA DETENIDOS 2,11,5,6,0,0,0,1,1,2,0,0,1,1,3,1,0,1,NA,NA
6,13,MIXTA O GENERAL DE COLIMA DETENIDOS 3,8,4,4,0,0,0,1,1,0,0,0,0,1,3,1,0,1,NA,NA
6,14,MIXTA O GENERAL DE COLIMA DETENIDOS 4,10,5,5,0,0,0,1,1,2,0,0,0,1,3,1,1,0,NA,NA
6,15,MIXTA O GENERAL DE COLIMA DETENIDOS 5,7,4,3,0,0,0,1,1,0,0,0,0,1,3,1,0,0,NA,NA
6,16,MIXTA O GENERAL DE COLIMA DETENIDOS 6,9,4,5,0,0,0,1,1,2,0,0,0,1,3,1,0,0,NA,NA
6,17,MIXTA O GENERAL DE COLIMA DETENIDOS 7,7,4,3,0,0,0,1,1,0,0,0,0,1,3,1,0,0,NA,NA
6,18,MIXTA O GENERAL DE COLIMA DETENIDOS 8,11,6,5,0,0,0,1,1,2,0,0,2,1,3,1,0,0,NA,NA
6,19,MIXTA O GENERAL DE COLIMA INVESTIGACIÓN 1,14,7,7,0,0,0,1,1,2,0,0,2,1,3,1,1,2,NA,NA
6,20,MIXTA O GENERAL DE COLIMA INVESTIGACIÓN 2,10,5,5,0,0,0,1,1,0,0,0,1,1,3,1,0,2,NA,NA
6,21,MIXTA O GENERAL DE COLIMA INVESTIGACIÓN 3,12,6,6,0,0,0,1,1,2,0,0,1,1,3,1,1,1,NA,NA
6,22,MIXTA O GENERAL DE COLIMA INVESTIGACIÓN 4,12,7,5,0,0,0,1,1,0,0,0,2,1,3,1,1,2,NA,NA
6,23,MIXTA O GENERAL DE COLIMA INVESTIGACIÓN 5,12,6,6,0,0,0,1,1,2,0,0,1,1,3,1,1,1,NA,NA
6,24,MIXTA O GENERAL DE COLIMA EXHORTO,12,5,7,0,0,0,1,1,2,0,0,1,1,3,1,0,2,NA,NA
6,25,MIXTA O GENERAL DE MANZANILLO ATENCIÓN INMEDIATA,11,7,4,0,0,0,1,1,0,0,0,1,1,3,1,2,1,NA,NA
6,26,MIXTA O GENERAL DE MANZANILLO DETENIDOS 1,11,5,6,0,0,0,1,1,2,0,0,1,1,3,1,0,1,NA,NA
6,27,MIXTA O GENERAL DE MANZANILLO DETENIDOS 2,11,4,7,0,0,0,1,1,2,0,0,0,2,2,1,1,1,NA,NA
6,28,MIXTA O GENERAL DE MANZANILLO HECHOS DE TRÁNSITO,13,6,7,0,0,0,1,1,2,0,0,1,1,2,1,2,2,NA,NA
6,29,MIXTA O GENERAL DE TECOMÁN ATENCIÓN INMEDIATA,14,7,7,0,0,0,1,1,2,0,0,2,2,2,1,2,1,NA,NA
6,30,MIXTA O GENERAL DE TECOMÁN DETENIDOS 1,10,4,6,0,0,0,1,1,2,0,0,1,1,2,1,0,1,NA,NA
6,31,MIXTA O GENERAL DE TECOMÁN DETENIDOS 2,5,3,2,0,0,0,1,1,0,0,0,0,0,2,1,0,0,NA,NA
6,32,MIXTA O GENERAL DE CERRO DE ORTEGA,8,3,5,0,0,0,1,1,2,0,0,0,0,2,1,0,1,NA,NA
6,33,MIXTA O GENERAL DE TECOMÁN HECOS DE TRÁNSITO,8,3,5,0,0,0,1,1,2,0,0,0,0,2,1,0,1,NA,NA
6,34,MIXTA O GENERAL DE VILLA DE ÁLVAREZ ATENCIÓN INMEDIATA 1,7,4,3,0,0,0,1,1,0,0,0,0,0,2,1,1,1,NA,NA
6,35,MIXTA O GENERAL DE VILLA DE ÁLVAREZ ATENCIÓN INMEDIATA 2,8,3,5,0,0,0,1,1,2,0,0,0,0,2,1,0,1,NA,NA
6,36,MIXTA O GENERAL DE VILLA DE ÁLVAREZ INVESTIGACIÓN 1,6,3,3,0,0,0,1,1,0,0,0,0,0,2,1,0,1,NA,NA
6,37,MIXTA O GENERAL DE VILLA DE ÁLVAREZ INVESTIGACIÓN 2,9,4,5,0,0,0,1,1,2,0,0,0,0,2,1,1,1,NA,NA
6,38,MIXTA O GENERAL DE VILLA DE ÁLVAREZ INVESTIGACIÓN 3,6,3,3,0,0,0,1,1,0,0,0,0,0,2,1,0,1,NA,NA
6,39,MIXTA O GENERAL DE VILLA DE ÁLVAREZ,8,3,5,0,0,0,1,1,2,0,0,0,0,2,1,0,1,NA,NA
6,40,MIXTA O GENERAL DE VILLA DE ÁLVAREZ DETENIDOS 1,6,3,3,0,0,0,1,1,0,0,0,0,0,2,1,0,1,NA,NA
6,41,MIXTA O GENERAL DE VILLA DE ÁLVAREZ DETENIDOS 2,8,3,5,0,0,0,1,1,2,0,0,0,0,2,1,0,1,NA,NA
6,42,ESPECIALIZADA EN HOMICIDIOS COLIMA,11,7,4,0,0,1,1,1,0,0,0,1,1,2,1,2,1,NA,NA
6,43,ESPECIALIZADA EN HOMICIDIOS MANZANILLO,12,7,5,0,0,1,1,1,2,0,0,2,1,2,0,1,1,NA,NA
6,44,ESPECIALIZADA EN HOMICIDIOS TECOMÁN,10,6,4,0,0,1,1,1,0,0,0,0,2,2,0,2,1,NA,NA
6,45,ESPECIALIZADA EN ROBOS MANZANILLO 1,11,5,6,0,0,1,1,1,2,0,0,0,2,2,0,1,1,NA,NA
6,46,ESPECIALIZADA EN ROBOS MANZANILLO 2,12,8,4,0,0,1,1,1,0,0,0,1,1,2,0,3,2,NA,NA
6,47,ESPECIALIZADA EN ROBOS TECOMÁN 1,9,3,6,0,0,1,1,1,1,0,0,1,1,0,0,0,3,NA,NA
6,48,ESPECIALIZADA EN ROBOS TECOMÁN 2,12,6,6,0,0,1,1,1,2,0,0,2,1,2,0,0,2,NA,NA
6,49,ESPECIALIZADA EN DELITOS PATRIMONIALES O FAUDES MANZANILLO,12,6,6,0,0,1,1,1,2,0,0,2,2,2,0,0,1,NA,NA
6,50,ESPECIALIZADA EN DELITOS PATRIMONIALES O FAUDES TECOMÁN,11,7,4,0,0,1,1,1,0,0,0,2,2,2,0,1,1,NA,NA
6,51,ESPECIALIZADA EN DELITOS PATRIMONIALES O FAUDES VILLA DE ÁLVAREZ,12,6,6,0,0,1,1,1,2,0,0,1,2,2,0,1,1,NA,NA
6,52,ESPECIALIZADA EN DELITOS CONTRA LA SALUD COLIMA,17,12,5,0,0,1,1,1,2,0,0,2,1,4,0,4,1,NA,NA
6,53,ESPECIALIZADA EN DELITOS CONTRA LA SALUD MANZANILLO,9,5,4,0,0,1,1,1,0,0,0,0,2,2,0,1,1,NA,NA
6,54,ESPECIALIZADA EN DELITOS CONTRA LA SALUD TECOMÁN,11,6,5,0,0,1,1,1,2,0,0,1,1,2,0,1,1,NA,NA
6,55,ESPECIALIZADA EN INVESTIGACIÓN Y COMBATE AL DELITO DE SECUESTRO COLIMA,11,6,5,0,0,1,1,1,2,0,0,1,1,2,0,1,1,NA,NA
6,56,ESPECIALIZADA EN INVESTIGACIÓN Y COMBATE AL DELITO DE SECUESTRO MANZANILLO,10,7,3,0,0,1,1,1,0,0,0,3,1,2,0,0,1,NA,NA
